"Step","benford2 - valid_arithmetic_perfect","benford2 - valid_arithmetic_perfect__MIN","benford2 - valid_arithmetic_perfect__MAX"
"3012","89.37","89.37","89.37"
"3013","89.44","89.44","89.44"
"3014","89.43","89.43","89.43"
"3015","89.38","89.38","89.38"
"3016","89.21","89.21","89.21"
"3017","89.35","89.35","89.35"
"3018","89.84","89.84","89.84"
"3019","89.74","89.74","89.74"
"3020","88.93","88.93","88.93"
"3021","89.36","89.36","89.36"
"3022","89.52","89.52","89.52"
"3023","89.42","89.42","89.42"
"3024","89.44","89.44","89.44"
"3025","89.32","89.32","89.32"
"3026","89.48","89.48","89.48"
"3027","89.53","89.53","89.53"
"3028","89.49","89.49","89.49"
"3029","89.23","89.23","89.23"
"3030","89.35","89.35","89.35"
"3031","89.91","89.91","89.91"
"3032","89.32","89.32","89.32"
"3033","89.8","89.8","89.8"
"3034","89.56","89.56","89.56"
"3035","89.88","89.88","89.88"
"3036","89.08","89.08","89.08"
"3037","89.02","89.02","89.02"
"3038","89.36","89.36","89.36"
"3039","89.1","89.1","89.1"
"3040","89.41","89.41","89.41"
"3041","89.97","89.97","89.97"
"3042","89.4","89.4","89.4"
"3043","89.62","89.62","89.62"
"3044","89.18","89.18","89.18"
"3045","89.56","89.56","89.56"
"3046","89.85","89.85","89.85"
"3047","89.68","89.68","89.68"
"3048","89.67","89.67","89.67"
"3049","89.87","89.87","89.87"
"3050","88.85","88.85","88.85"
"3051","89.58","89.58","89.58"
"3052","89.4","89.4","89.4"
"3053","89.04","89.04","89.04"
"3054","90.08","90.08","90.08"
"3055","89.73","89.73","89.73"
"3056","89.59","89.59","89.59"
"3057","88.94","88.94","88.94"
"3058","89.79","89.79","89.79"
"3059","89.6","89.6","89.6"
"3060","88.89","88.89","88.89"
"3061","89.33","89.33","89.33"
"3062","89.45","89.45","89.45"
"3063","89","89","89"
"3091","89.76","89.76","89.76"
"3092","89.21","89.21","89.21"
"3093","89.31","89.31","89.31"
"3094","89.39","89.39","89.39"
"3095","89.43","89.43","89.43"
"3096","89.78","89.78","89.78"
"3097","89.62","89.62","89.62"
"3098","89.54","89.54","89.54"
"3099","89.15","89.15","89.15"
"3100","89.46","89.46","89.46"
"3101","89.72","89.72","89.72"
"3102","88.84","88.84","88.84"
"3103","89.85","89.85","89.85"
"3104","89.64","89.64","89.64"
"3105","89.72","89.72","89.72"
"3106","89.98","89.98","89.98"
"3107","89.21","89.21","89.21"
"3108","89.64","89.64","89.64"
"3109","89.89","89.89","89.89"
"3110","89.03","89.03","89.03"
"3111","89.47","89.47","89.47"
"3112","89.3","89.3","89.3"
"3113","89.53","89.53","89.53"
"3114","89.25","89.25","89.25"
"3115","90.01","90.01","90.01"
"3116","89.83","89.83","89.83"
"3117","90.04","90.04","90.04"
"3118","89.34","89.34","89.34"
"3119","89.11","89.11","89.11"
"3120","89.34","89.34","89.34"
"3121","89.72","89.72","89.72"
"3122","89.37","89.37","89.37"
"3123","89.62","89.62","89.62"
"3124","89.73","89.73","89.73"
"3125","90.07","90.07","90.07"
"3126","89.73","89.73","89.73"
"3127","89.59","89.59","89.59"
"3128","89.43","89.43","89.43"
"3129","89.91","89.91","89.91"
"3130","90","90","90"
"3131","90.02","90.02","90.02"
"3132","89.71","89.71","89.71"
"3133","89.5","89.5","89.5"
"3134","89.92","89.92","89.92"
"3135","89.98","89.98","89.98"
"3136","89.27","89.27","89.27"
"3137","89.83","89.83","89.83"
"3138","89.88","89.88","89.88"
"3139","89.37","89.37","89.37"
"3140","89.08","89.08","89.08"
"3141","89.66","89.66","89.66"
"3142","89.7","89.7","89.7"
"3143","89.91","89.91","89.91"
"3144","89.78","89.78","89.78"
"3145","89.64","89.64","89.64"
"3146","89.61","89.61","89.61"
"3147","90","90","90"
"3148","89.86","89.86","89.86"
"3149","90.13","90.13","90.13"
"3150","89.7","89.7","89.7"
"3151","89.88","89.88","89.88"
"3152","89.79","89.79","89.79"
"3153","90.14","90.14","90.14"
"3154","89.86","89.86","89.86"
"3155","90.23","90.23","90.23"
"3156","90.09","90.09","90.09"
"3157","89.79","89.79","89.79"
"3158","89.76","89.76","89.76"
"3159","89.89","89.89","89.89"
"3160","89.01","89.01","89.01"
"3161","90.27","90.27","90.27"
"3162","89.5","89.5","89.5"
"3163","90.12","90.12","90.12"
"3164","89.3","89.3","89.3"
"3165","89.72","89.72","89.72"
"3166","89.64","89.64","89.64"
"3167","89.65","89.65","89.65"
"3168","89.9","89.9","89.9"
"3169","89.78","89.78","89.78"
"3170","89.77","89.77","89.77"
"3171","90.22","90.22","90.22"
"3172","90.34","90.34","90.34"
"3173","89.62","89.62","89.62"
"3174","90.52","90.52","90.52"
"3175","89.72","89.72","89.72"
"3176","90.04","90.04","90.04"
"3177","90.44","90.44","90.44"
"3178","89.74","89.74","89.74"
"3179","89.66","89.66","89.66"
"3180","89.46","89.46","89.46"
"3181","90.38","90.38","90.38"
"3182","90.12","90.12","90.12"
"3183","89.56","89.56","89.56"
"3184","90.31","90.31","90.31"
"3185","89.97","89.97","89.97"
"3186","89.75","89.75","89.75"
"3187","90.13","90.13","90.13"
"3188","89.87","89.87","89.87"
"3189","89.48","89.48","89.48"
"3190","89.94","89.94","89.94"
"3191","89.72","89.72","89.72"
"3192","90.6","90.6","90.6"
"3193","90.11","90.11","90.11"
"3194","90.01","90.01","90.01"
"3195","89.77","89.77","89.77"
"3196","90.03","90.03","90.03"
"3197","90.16","90.16","90.16"
"3198","89.73","89.73","89.73"
"3199","90.61","90.61","90.61"
"3200","90.1","90.1","90.1"
"3201","90.38","90.38","90.38"
"3202","90.11","90.11","90.11"
"3203","89.97","89.97","89.97"
"3204","90.28","90.28","90.28"
"3205","90.18","90.18","90.18"
"3206","90.37","90.37","90.37"
"3207","90.33","90.33","90.33"
"3208","90.34","90.34","90.34"
"3209","90.12","90.12","90.12"
"3210","90.42","90.42","90.42"
"3211","90.28","90.28","90.28"
"3212","89.93","89.93","89.93"
"3213","89.88","89.88","89.88"
"3214","90.06","90.06","90.06"
"3215","90.28","90.28","90.28"
"3216","90.14","90.14","90.14"
"3217","90.44","90.44","90.44"
"3218","90.31","90.31","90.31"
"3219","89.83","89.83","89.83"
"3220","90.46","90.46","90.46"
"3221","90.5","90.5","90.5"
"3222","90.56","90.56","90.56"
"3223","89.9","89.9","89.9"
"3224","90.61","90.61","90.61"
"3225","89.94","89.94","89.94"
"3226","89.54","89.54","89.54"
"3227","89.87","89.87","89.87"
"3228","89.95","89.95","89.95"
"3229","89.45","89.45","89.45"
"3230","90.19","90.19","90.19"
"3231","90.02","90.02","90.02"
"3232","90.02","90.02","90.02"
"3233","90.11","90.11","90.11"
"3234","90.59","90.59","90.59"
"3235","90.25","90.25","90.25"
"3236","91.06","91.06","91.06"
"3237","89.87","89.87","89.87"
"3238","90.27","90.27","90.27"
"3239","90.34","90.34","90.34"
"3240","90.29","90.29","90.29"
"3241","90.29","90.29","90.29"
"3242","89.98","89.98","89.98"
"3243","89.98","89.98","89.98"
"3244","90.33","90.33","90.33"
"3245","90.79","90.79","90.79"
"3246","89.99","89.99","89.99"
"3247","90.38","90.38","90.38"
"3248","90.59","90.59","90.59"
"3249","90.18","90.18","90.18"
"3250","90.26","90.26","90.26"
"3251","90.33","90.33","90.33"
"3252","90.13","90.13","90.13"
"3253","90.69","90.69","90.69"
"3254","90.26","90.26","90.26"
"3255","91.01","91.01","91.01"
"3256","90.44","90.44","90.44"
"3257","90.4","90.4","90.4"
"3258","90.85","90.85","90.85"
"3259","90.71","90.71","90.71"
"3260","91.04","91.04","91.04"
