"Step","benford2 - test_arithmetic_perfect","benford2 - test_arithmetic_perfect__MIN","benford2 - test_arithmetic_perfect__MAX"
"3013","82.03","82.03","82.03"
"3014","82.14","82.14","82.14"
"3015","81.82","81.82","81.82"
"3016","80.78","80.78","80.78"
"3017","81.94","81.94","81.94"
"3018","82.05","82.05","82.05"
"3019","81.45","81.45","81.45"
"3020","81.94","81.94","81.94"
"3021","82.53","82.53","82.53"
"3022","82.34","82.34","82.34"
"3023","82.43","82.43","82.43"
"3024","82.33","82.33","82.33"
"3025","82.05","82.05","82.05"
"3026","81.92","81.92","81.92"
"3027","81.45","81.45","81.45"
"3028","81.65","81.65","81.65"
"3029","82.14","82.14","82.14"
"3030","82.14","82.14","82.14"
"3031","82.82","82.82","82.82"
"3032","81.31","81.31","81.31"
"3033","82.02","82.02","82.02"
"3034","81.24","81.24","81.24"
"3035","81.87","81.87","81.87"
"3036","81.66","81.66","81.66"
"3037","81.55","81.55","81.55"
"3038","82.15","82.15","82.15"
"3039","82.37","82.37","82.37"
"3040","81.09","81.09","81.09"
"3041","82.24","82.24","82.24"
"3042","81.25","81.25","81.25"
"3043","81.24","81.24","81.24"
"3044","81.85","81.85","81.85"
"3045","81.96","81.96","81.96"
"3046","82.04","82.04","82.04"
"3047","81.73","81.73","81.73"
"3048","81.67","81.67","81.67"
"3049","81.26","81.26","81.26"
"3050","81.58","81.58","81.58"
"3051","81.46","81.46","81.46"
"3052","82.15","82.15","82.15"
"3053","81.55","81.55","81.55"
"3054","81.47","81.47","81.47"
"3055","82.17","82.17","82.17"
"3056","81.96","81.96","81.96"
"3057","82.75","82.75","82.75"
"3058","82.66","82.66","82.66"
"3059","81.58","81.58","81.58"
"3060","82.44","82.44","82.44"
"3061","82.37","82.37","82.37"
"3062","81.76","81.76","81.76"
"3063","81.67","81.67","81.67"
"3091","81.79","81.79","81.79"
"3092","82.35","82.35","82.35"
"3093","81.75","81.75","81.75"
"3094","81.84","81.84","81.84"
"3095","81.74","81.74","81.74"
"3096","81.44","81.44","81.44"
"3097","81.66","81.66","81.66"
"3098","81.88","81.88","81.88"
"3099","82.06","82.06","82.06"
"3100","82.14","82.14","82.14"
"3101","81.38","81.38","81.38"
"3102","81.38","81.38","81.38"
"3103","81.18","81.18","81.18"
"3104","80.96","80.96","80.96"
"3105","82.15","82.15","82.15"
"3106","81.94","81.94","81.94"
"3107","82.19","82.19","82.19"
"3108","82.07","82.07","82.07"
"3109","82.07","82.07","82.07"
"3110","82.63","82.63","82.63"
"3111","81.9","81.9","81.9"
"3112","81.65","81.65","81.65"
"3113","82.15","82.15","82.15"
"3114","82.47","82.47","82.47"
"3115","82.08","82.08","82.08"
"3116","82.81","82.81","82.81"
"3117","82.54","82.54","82.54"
"3118","81.46","81.46","81.46"
"3119","82.75","82.75","82.75"
"3120","82.83","82.83","82.83"
"3121","81.96","81.96","81.96"
"3122","81.45","81.45","81.45"
"3123","80.88","80.88","80.88"
"3124","81.83","81.83","81.83"
"3125","82.64","82.64","82.64"
"3126","81.36","81.36","81.36"
"3127","83.15","83.15","83.15"
"3128","82.56","82.56","82.56"
"3129","82.37","82.37","82.37"
"3130","82.82","82.82","82.82"
"3131","82.17","82.17","82.17"
"3132","83.04","83.04","83.04"
"3133","82.66","82.66","82.66"
"3134","82.27","82.27","82.27"
"3135","82.25","82.25","82.25"
"3136","83.03","83.03","83.03"
"3137","82.32","82.32","82.32"
"3138","82.82","82.82","82.82"
"3139","82.23","82.23","82.23"
"3140","81.83","81.83","81.83"
"3141","82.73","82.73","82.73"
"3142","82.23","82.23","82.23"
"3143","82.81","82.81","82.81"
"3144","82.52","82.52","82.52"
"3145","81.74","81.74","81.74"
"3146","82.24","82.24","82.24"
"3147","81.76","81.76","81.76"
"3148","82.74","82.74","82.74"
"3149","82.53","82.53","82.53"
"3150","83.04","83.04","83.04"
"3151","81.65","81.65","81.65"
"3152","82.73","82.73","82.73"
"3153","82.36","82.36","82.36"
"3154","82.24","82.24","82.24"
"3155","82.82","82.82","82.82"
"3156","82.05","82.05","82.05"
"3157","82.32","82.32","82.32"
"3158","82.63","82.63","82.63"
"3159","83.03","83.03","83.03"
"3160","82.55","82.55","82.55"
"3161","82.46","82.46","82.46"
"3162","82.47","82.47","82.47"
"3163","82.15","82.15","82.15"
"3164","81.67","81.67","81.67"
"3165","82.37","82.37","82.37"
"3166","81.97","81.97","81.97"
"3167","82.85","82.85","82.85"
"3168","82.66","82.66","82.66"
"3169","82.35","82.35","82.35"
"3170","82.42","82.42","82.42"
"3171","82.15","82.15","82.15"
"3172","82.46","82.46","82.46"
"3173","82.15","82.15","82.15"
"3174","83.34","83.34","83.34"
"3175","82.85","82.85","82.85"
"3176","82.43","82.43","82.43"
"3177","81.57","81.57","81.57"
"3178","82.38","82.38","82.38"
"3179","82.95","82.95","82.95"
"3180","82.63","82.63","82.63"
"3181","82.45","82.45","82.45"
"3182","82.63","82.63","82.63"
"3183","82.56","82.56","82.56"
"3184","82.86","82.86","82.86"
"3185","83.26","83.26","83.26"
"3186","83.06","83.06","83.06"
"3187","83.33","83.33","83.33"
"3188","82.86","82.86","82.86"
"3189","83.05","83.05","83.05"
"3190","83.85","83.85","83.85"
"3191","83.59","83.59","83.59"
"3192","83.33","83.33","83.33"
"3193","83.13","83.13","83.13"
"3194","82.65","82.65","82.65"
"3195","83.24","83.24","83.24"
"3196","83.44","83.44","83.44"
"3197","82.55","82.55","82.55"
"3198","83.01","83.01","83.01"
"3199","82.13","82.13","82.13"
"3200","82.91","82.91","82.91"
"3201","83.32","83.32","83.32"
"3202","83.24","83.24","83.24"
"3203","82.51","82.51","82.51"
"3204","83.32","83.32","83.32"
"3205","82.85","82.85","82.85"
"3206","82.55","82.55","82.55"
"3207","83.43","83.43","83.43"
"3208","82.72","82.72","82.72"
"3209","82.33","82.33","82.33"
"3210","81.27","81.27","81.27"
"3211","82.64","82.64","82.64"
"3212","82.74","82.74","82.74"
"3213","83.24","83.24","83.24"
"3214","83.14","83.14","83.14"
"3215","82.55","82.55","82.55"
"3216","83.12","83.12","83.12"
"3217","82.95","82.95","82.95"
"3218","83.43","83.43","83.43"
"3219","82.77","82.77","82.77"
"3220","83.11","83.11","83.11"
"3221","82.92","82.92","82.92"
"3222","82.72","82.72","82.72"
"3223","83.23","83.23","83.23"
"3224","82.73","82.73","82.73"
"3225","83.02","83.02","83.02"
"3226","82.85","82.85","82.85"
"3227","83.22","83.22","83.22"
"3228","82.83","82.83","82.83"
"3229","83.55","83.55","83.55"
"3230","82.46","82.46","82.46"
"3231","83.13","83.13","83.13"
"3232","82.56","82.56","82.56"
"3233","83.8","83.8","83.8"
"3234","82.94","82.94","82.94"
"3235","83.52","83.52","83.52"
"3236","82.54","82.54","82.54"
"3237","83.4","83.4","83.4"
"3238","83.24","83.24","83.24"
"3239","83.73","83.73","83.73"
"3241","82.86","82.86","82.86"
"3242","82.82","82.82","82.82"
"3243","83.21","83.21","83.21"
"3244","83.04","83.04","83.04"
"3245","83.83","83.83","83.83"
"3246","83.43","83.43","83.43"
"3247","84.02","84.02","84.02"
"3248","84.1","84.1","84.1"
"3249","84.22","84.22","84.22"
"3250","83.43","83.43","83.43"
"3251","83.53","83.53","83.53"
"3252","83.82","83.82","83.82"
"3253","83.34","83.34","83.34"
"3254","84.11","84.11","84.11"
"3255","84.33","84.33","84.33"
"3256","84.22","84.22","84.22"
"3257","82.82","82.82","82.82"
"3258","83.22","83.22","83.22"
"3259","83.73","83.73","83.73"
