"Step","uniformbenford - test_arithmetic_perfect","uniformbenford - test_arithmetic_perfect__MIN","uniformbenford - test_arithmetic_perfect__MAX"
"1695","69.9","69.9","69.9"
"1696","68.97","68.97","68.97"
"1697","68.85","68.85","68.85"
"1698","68.76","68.76","68.76"
"1699","68.94","68.94","68.94"
"1700","69.25","69.25","69.25"
"1701","69.46","69.46","69.46"
"1702","68.93","68.93","68.93"
"1703","69.97","69.97","69.97"
"1704","69.39","69.39","69.39"
"1705","68.49","68.49","68.49"
"1706","68.86","68.86","68.86"
"1707","69.48","69.48","69.48"
"1708","69.45","69.45","69.45"
"1709","70.14","70.14","70.14"
"1710","69.94","69.94","69.94"
"1711","69.83","69.83","69.83"
"1712","70.05","70.05","70.05"
"1713","69.78","69.78","69.78"
"1714","69.38","69.38","69.38"
"1715","69.56","69.56","69.56"
"1716","69.65","69.65","69.65"
"1717","69.31","69.31","69.31"
"1718","69.58","69.58","69.58"
"1719","69.46","69.46","69.46"
"1720","69.68","69.68","69.68"
"1721","68.92","68.92","68.92"
"1722","69.79","69.79","69.79"
"1723","69.62","69.62","69.62"
"1724","70.45","70.45","70.45"
"1725","70.14","70.14","70.14"
"1726","70.14","70.14","70.14"
"1727","69.47","69.47","69.47"
"1728","70.27","70.27","70.27"
"1729","68.59","68.59","68.59"
"1730","69.54","69.54","69.54"
"1731","70.63","70.63","70.63"
"1732","69.96","69.96","69.96"
"1733","69.49","69.49","69.49"
"1734","69.48","69.48","69.48"
"1735","69.18","69.18","69.18"
"1736","70.11","70.11","70.11"
"1737","69.63","69.63","69.63"
"1738","70.64","70.64","70.64"
"1739","69.96","69.96","69.96"
"1740","69.92","69.92","69.92"
"1741","69.87","69.87","69.87"
"1742","69.3","69.3","69.3"
"1743","69.47","69.47","69.47"
"1744","69.46","69.46","69.46"
"1745","69.54","69.54","69.54"
"1746","69.08","69.08","69.08"
"1747","69.37","69.37","69.37"
"1748","69.82","69.82","69.82"
"1749","69.96","69.96","69.96"
"1750","69.26","69.26","69.26"
"1751","69.74","69.74","69.74"
"1752","69.87","69.87","69.87"
"1753","69.85","69.85","69.85"
"1754","70.8","70.8","70.8"
"1755","70.23","70.23","70.23"
"1756","70.24","70.24","70.24"
"1757","69.74","69.74","69.74"
"1758","70.15","70.15","70.15"
"1759","69.39","69.39","69.39"
"1760","69.48","69.48","69.48"
"1761","70.23","70.23","70.23"
"1762","70.15","70.15","70.15"
"1763","70.45","70.45","70.45"
"1764","70.52","70.52","70.52"
"1765","69.86","69.86","69.86"
"1766","70.53","70.53","70.53"
"1767","70.05","70.05","70.05"
"1768","70.15","70.15","70.15"
"1769","69.18","69.18","69.18"
"1770","70.22","70.22","70.22"
"1771","70.24","70.24","70.24"
"1772","68.78","68.78","68.78"
"1773","69.53","69.53","69.53"
"1774","70.13","70.13","70.13"
"1775","70.3","70.3","70.3"
"1776","70.44","70.44","70.44"
"1777","70.57","70.57","70.57"
"1778","70.73","70.73","70.73"
"1779","70.15","70.15","70.15"
"1780","70.07","70.07","70.07"
"1781","70.23","70.23","70.23"
"1782","70.45","70.45","70.45"
"1783","70.81","70.81","70.81"
"1784","70.63","70.63","70.63"
"1785","70.91","70.91","70.91"
"1786","70.62","70.62","70.62"
"1787","70.41","70.41","70.41"
"1788","69.94","69.94","69.94"
"1789","70.12","70.12","70.12"
"1790","70.21","70.21","70.21"
"1791","70.02","70.02","70.02"
"1792","70.42","70.42","70.42"
"1793","70.06","70.06","70.06"
"1794","70.09","70.09","70.09"
"1795","70.14","70.14","70.14"
"1796","71.02","71.02","71.02"
"1797","70.45","70.45","70.45"
"1798","70.32","70.32","70.32"
"1799","70.51","70.51","70.51"
"1800","70.84","70.84","70.84"
"1801","70.05","70.05","70.05"
"1802","70.63","70.63","70.63"
"1803","70.04","70.04","70.04"
"1804","70.65","70.65","70.65"
"1805","70.64","70.64","70.64"
"1806","70.93","70.93","70.93"
"1807","69.76","69.76","69.76"
"1808","70.81","70.81","70.81"
"1809","70.54","70.54","70.54"
"1810","70.45","70.45","70.45"
"1811","70.41","70.41","70.41"
"1812","70.81","70.81","70.81"
"1813","70.14","70.14","70.14"
"1814","70.43","70.43","70.43"
"1815","70.53","70.53","70.53"
"1816","70.01","70.01","70.01"
"1817","70.34","70.34","70.34"
"1818","70.34","70.34","70.34"
"1819","70.82","70.82","70.82"
"1820","70.54","70.54","70.54"
"1821","70.13","70.13","70.13"
"1822","70.81","70.81","70.81"
"1823","70.33","70.33","70.33"
"1824","69.55","69.55","69.55"
"1825","70.59","70.59","70.59"
"1826","69.84","69.84","69.84"
"1827","70.62","70.62","70.62"
"1828","70.89","70.89","70.89"
"1829","70.83","70.83","70.83"
"1830","70.61","70.61","70.61"
"1831","70.32","70.32","70.32"
"1832","70.91","70.91","70.91"
"1833","71.03","71.03","71.03"
"1834","70.75","70.75","70.75"
"1835","71.49","71.49","71.49"
"1836","70.93","70.93","70.93"
"1837","71.1","71.1","71.1"
"1838","71.41","71.41","71.41"
"1839","70.81","70.81","70.81"
"1840","70.71","70.71","70.71"
"1841","70.72","70.72","70.72"
"1842","70.34","70.34","70.34"
"1843","70.42","70.42","70.42"
"1844","70.45","70.45","70.45"
"1845","71.37","71.37","71.37"
"1846","71.02","71.02","71.02"
"1847","71.32","71.32","71.32"
"1848","70.44","70.44","70.44"
"1849","70.72","70.72","70.72"
"1850","71.3","71.3","71.3"
"1851","70.94","70.94","70.94"
"1852","70.9","70.9","70.9"
"1853","71.2","71.2","71.2"
"1854","70.45","70.45","70.45"
"1855","70.83","70.83","70.83"
"1856","71.02","71.02","71.02"
"1857","70.43","70.43","70.43"
"1858","71.31","71.31","71.31"
"1859","70.64","70.64","70.64"
"1860","70.82","70.82","70.82"
"1861","71.13","71.13","71.13"
"1862","70.83","70.83","70.83"
"1863","70.92","70.92","70.92"
"1864","70.53","70.53","70.53"
"1865","71.29","71.29","71.29"
"1866","70.26","70.26","70.26"
"1867","70.71","70.71","70.71"
"1868","71.01","71.01","71.01"
"1869","70.53","70.53","70.53"
"1870","71.15","71.15","71.15"
"1871","71.14","71.14","71.14"
"1872","70.83","70.83","70.83"
"1873","71.13","71.13","71.13"
"1874","70.97","70.97","70.97"
"1875","70.83","70.83","70.83"
"1876","70.42","70.42","70.42"
"1877","71.21","71.21","71.21"
"1878","70.92","70.92","70.92"
"1879","70.73","70.73","70.73"
"1880","70.15","70.15","70.15"
"1881","71.1","71.1","71.1"
"1882","70.53","70.53","70.53"
"1883","71.52","71.52","71.52"
"1884","71.62","71.62","71.62"
"1885","70.82","70.82","70.82"
"1886","71.33","71.33","71.33"
"1887","71.13","71.13","71.13"
"1888","70.81","70.81","70.81"
"1889","70.51","70.51","70.51"
"1890","70.72","70.72","70.72"
"1891","71.24","71.24","71.24"
"1892","71.33","71.33","71.33"
"1893","71.42","71.42","71.42"
"1894","70.72","70.72","70.72"
"1895","69.76","69.76","69.76"
"1896","71.11","71.11","71.11"
"1897","72.01","72.01","72.01"
"1898","71.52","71.52","71.52"
"1899","70.46","70.46","70.46"
"1900","71.11","71.11","71.11"
"1901","71.02","71.02","71.02"
"1902","71.05","71.05","71.05"
"1903","70.97","70.97","70.97"
"1904","71.23","71.23","71.23"
"1905","71.3","71.3","71.3"
"1906","70.35","70.35","70.35"
"1907","71.33","71.33","71.33"
"1908","70.82","70.82","70.82"
"1909","70.66","70.66","70.66"
"1910","71.03","71.03","71.03"
"1911","71.44","71.44","71.44"
"1912","71.16","71.16","71.16"
"1913","71.11","71.11","71.11"
"1914","71.23","71.23","71.23"
"1915","71.73","71.73","71.73"
"1916","71.13","71.13","71.13"
"1917","70.84","70.84","70.84"
"1918","71.3","71.3","71.3"
"1919","70.92","70.92","70.92"
"1920","70.75","70.75","70.75"
"1921","70.94","70.94","70.94"
"1922","70.15","70.15","70.15"
"1923","71.45","71.45","71.45"
"1924","70.26","70.26","70.26"
"1925","70.82","70.82","70.82"
"1926","70.91","70.91","70.91"
"1927","70.85","70.85","70.85"
"1928","70.91","70.91","70.91"
"1929","71.5","71.5","71.5"
"1930","71.19","71.19","71.19"
"1931","71.2","71.2","71.2"
"1932","70.43","70.43","70.43"
"1933","71","71","71"
"1934","71.15","71.15","71.15"
"1935","70.75","70.75","70.75"
"1936","70.75","70.75","70.75"
"1937","71.42","71.42","71.42"
"1938","71.7","71.7","71.7"
"1939","71.59","71.59","71.59"
"1940","71.4","71.4","71.4"
"1941","70.33","70.33","70.33"
"1942","70.7","70.7","70.7"
"1943","71.54","71.54","71.54"
"1944","71.12","71.12","71.12"
"1945","71.51","71.51","71.51"
"1946","72.01","72.01","72.01"
"1947","70.73","70.73","70.73"
"1948","70.92","70.92","70.92"
"1949","71.1","71.1","71.1"
"1950","70.38","70.38","70.38"
"1951","71.43","71.43","71.43"
"1952","70.47","70.47","70.47"
"1953","71.02","71.02","71.02"
"1954","70.82","70.82","70.82"
"1955","71.33","71.33","71.33"
"1956","71.64","71.64","71.64"
"1957","70.92","70.92","70.92"
"1958","71.12","71.12","71.12"
"1959","71.02","71.02","71.02"
"1960","71.03","71.03","71.03"
"1961","71.59","71.59","71.59"
"1962","72.01","72.01","72.01"
"1963","71.19","71.19","71.19"
"1964","71.41","71.41","71.41"
"1965","72.2","72.2","72.2"
"1966","72.23","72.23","72.23"
"1967","70.65","70.65","70.65"
"1968","71.31","71.31","71.31"
"1969","71","71","71"
"1970","71.6","71.6","71.6"
"1971","71.69","71.69","71.69"
"1972","71.58","71.58","71.58"
"1973","70.92","70.92","70.92"
"1974","71.39","71.39","71.39"
"1975","71.62","71.62","71.62"
"1976","71.42","71.42","71.42"
"1977","71.49","71.49","71.49"
"1978","72.07","72.07","72.07"
"1979","71.4","71.4","71.4"
"1980","72.39","72.39","72.39"
"1981","71.82","71.82","71.82"
"1982","72.09","72.09","72.09"
"1983","72","72","72"
"1984","72.21","72.21","72.21"
"1985","71.41","71.41","71.41"
"1986","71.63","71.63","71.63"
"1987","71.22","71.22","71.22"
"1988","71.52","71.52","71.52"
"1989","72.29","72.29","72.29"
"1990","71.79","71.79","71.79"
"1991","72.19","72.19","72.19"
"1992","71.61","71.61","71.61"
"1993","72.49","72.49","72.49"
"1994","73.17","73.17","73.17"
"1995","71.99","71.99","71.99"
"1996","72.78","72.78","72.78"
"1997","71.63","71.63","71.63"
"1998","71.92","71.92","71.92"
"1999","71.64","71.64","71.64"
"2000","71.8","71.8","71.8"
"2001","71.54","71.54","71.54"
"2002","72.6","72.6","72.6"
"2003","72.58","72.58","72.58"
"2004","72.19","72.19","72.19"
"2005","72.36","72.36","72.36"
"2006","72.2","72.2","72.2"
"2007","72.23","72.23","72.23"
"2008","71.87","71.87","71.87"
"2009","71.59","71.59","71.59"
"2010","72.56","72.56","72.56"
"2011","72.47","72.47","72.47"
"2012","71.91","71.91","71.91"
"2013","72.21","72.21","72.21"
"2014","72.49","72.49","72.49"
"2015","71.9","71.9","71.9"
"2016","72.5","72.5","72.5"
"2017","72.9","72.9","72.9"
"2018","72.75","72.75","72.75"
"2019","72.5","72.5","72.5"
"2020","72.21","72.21","72.21"
"2021","72.34","72.34","72.34"
"2022","72.58","72.58","72.58"
"2023","72.31","72.31","72.31"
"2024","72.61","72.61","72.61"
"2025","72.18","72.18","72.18"
"2026","72.68","72.68","72.68"
"2027","72.56","72.56","72.56"
"2028","73.26","73.26","73.26"
"2029","72.11","72.11","72.11"
"2030","71.91","71.91","71.91"
"2031","72.28","72.28","72.28"
"2032","72.12","72.12","72.12"
"2033","72.3","72.3","72.3"
"2034","72.77","72.77","72.77"
"2035","72.95","72.95","72.95"
"2036","73.1","73.1","73.1"
"2037","72.87","72.87","72.87"
"2038","73.37","73.37","73.37"
"2039","72.96","72.96","72.96"
"2040","72.86","72.86","72.86"
"2041","73.06","73.06","73.06"
"2042","73.19","73.19","73.19"
"2043","72.3","72.3","72.3"
"2044","72.58","72.58","72.58"
"2045","73.08","73.08","73.08"
"2046","73.09","73.09","73.09"
"2047","73.08","73.08","73.08"
"2048","73.76","73.76","73.76"
"2049","73","73","73"
"2050","72.31","72.31","72.31"
"2051","72.41","72.41","72.41"
"2052","72.83","72.83","72.83"
"2053","72.73","72.73","72.73"
"2054","73.38","73.38","73.38"
"2055","73.66","73.66","73.66"
"2056","73.09","73.09","73.09"
"2057","73.09","73.09","73.09"
"2058","73.34","73.34","73.34"
"2059","73.54","73.54","73.54"
"2060","72.49","72.49","72.49"
"2061","72.93","72.93","72.93"
"2062","74.23","74.23","74.23"
"2063","72.41","72.41","72.41"
"2064","73.39","73.39","73.39"
"2065","73.48","73.48","73.48"
"2066","74.26","74.26","74.26"
"2067","72.76","72.76","72.76"
"2068","73.79","73.79","73.79"
"2069","74.04","74.04","74.04"
"2070","73.97","73.97","73.97"
"2071","73.76","73.76","73.76"
"2072","73.59","73.59","73.59"
"2073","73.54","73.54","73.54"
"2074","73.86","73.86","73.86"
"2075","74.05","74.05","74.05"
"2076","74.04","74.04","74.04"
"2077","73.66","73.66","73.66"
"2078","72.96","72.96","72.96"
"2079","72.5","72.5","72.5"
"2080","72.49","72.49","72.49"
"2081","73.93","73.93","73.93"
"2082","73.17","73.17","73.17"
"2083","73.56","73.56","73.56"
"2084","73.33","73.33","73.33"
"2085","73.68","73.68","73.68"
"2086","73.45","73.45","73.45"
"2087","73.56","73.56","73.56"
"2088","73.66","73.66","73.66"
"2089","72.98","72.98","72.98"
"2090","73.67","73.67","73.67"
"2091","73.06","73.06","73.06"
"2092","73.17","73.17","73.17"
"2093","73.67","73.67","73.67"
"2094","73.59","73.59","73.59"
"2095","74.33","74.33","74.33"
"2096","74.77","74.77","74.77"
"2097","73.69","73.69","73.69"
"2098","72.88","72.88","72.88"
"2099","74.28","74.28","74.28"
"2100","74.03","74.03","74.03"
"2101","73.87","73.87","73.87"
"2102","73.37","73.37","73.37"
"2103","73.98","73.98","73.98"
"2104","73.37","73.37","73.37"
"2105","73.01","73.01","73.01"
"2106","73.08","73.08","73.08"
"2107","73.86","73.86","73.86"
"2108","74.05","74.05","74.05"
"2109","74.42","74.42","74.42"
"2110","74.26","74.26","74.26"
"2111","74.08","74.08","74.08"
"2112","73.39","73.39","73.39"
"2113","73.85","73.85","73.85"
"2114","73.58","73.58","73.58"
"2115","73.69","73.69","73.69"
"2116","73.86","73.86","73.86"
"2117","74.06","74.06","74.06"
"2118","74.06","74.06","74.06"
"2119","73.39","73.39","73.39"
"2120","73.88","73.88","73.88"
"2121","74.37","74.37","74.37"
"2122","74.18","74.18","74.18"
"2123","74.35","74.35","74.35"
"2124","74.36","74.36","74.36"
"2125","73.76","73.76","73.76"
"2126","73.69","73.69","73.69"
"2127","73.9","73.9","73.9"
"2128","73.65","73.65","73.65"
"2129","74.13","74.13","74.13"
"2130","73.85","73.85","73.85"
"2131","73.58","73.58","73.58"
"2132","74.03","74.03","74.03"
"2133","74.05","74.05","74.05"
"2134","74.37","74.37","74.37"
"2135","73.85","73.85","73.85"
"2136","74.25","74.25","74.25"
"2137","73.75","73.75","73.75"
"2138","74.05","74.05","74.05"
"2139","74.26","74.26","74.26"
"2140","74.91","74.91","74.91"
"2141","73.48","73.48","73.48"
"2142","73.46","73.46","73.46"
"2143","73.27","73.27","73.27"
"2144","73.86","73.86","73.86"
"2145","74.14","74.14","74.14"
"2146","74.43","74.43","74.43"
"2147","73.93","73.93","73.93"
"2148","74.68","74.68","74.68"
"2149","74.45","74.45","74.45"
"2150","74.04","74.04","74.04"
"2151","73.85","73.85","73.85"
"2152","74.34","74.34","74.34"
"2153","74.8","74.8","74.8"
"2154","74.62","74.62","74.62"
"2155","75.34","75.34","75.34"
"2156","74.93","74.93","74.93"
"2157","74.83","74.83","74.83"
"2158","74.07","74.07","74.07"
"2159","74.86","74.86","74.86"
"2160","74.17","74.17","74.17"
"2161","74.55","74.55","74.55"
"2162","73.94","73.94","73.94"
"2163","75.11","75.11","75.11"
"2164","75.49","75.49","75.49"
"2165","74.64","74.64","74.64"
"2166","75.05","75.05","75.05"
"2167","74.86","74.86","74.86"
"2168","74.44","74.44","74.44"
"2169","74.94","74.94","74.94"
"2170","75.21","75.21","75.21"
"2171","74.84","74.84","74.84"
"2172","74.23","74.23","74.23"
"2173","74.13","74.13","74.13"
"2174","74.43","74.43","74.43"
"2175","74.76","74.76","74.76"
"2176","74.35","74.35","74.35"
"2177","74.56","74.56","74.56"
"2178","74.21","74.21","74.21"
"2179","74.07","74.07","74.07"
"2180","75.21","75.21","75.21"
"2181","74.82","74.82","74.82"
"2182","75.16","75.16","75.16"
"2183","74.84","74.84","74.84"
"2184","74.62","74.62","74.62"
"2185","75.84","75.84","75.84"
"2186","75.32","75.32","75.32"
"2187","74.84","74.84","74.84"
"2188","74.11","74.11","74.11"
"2189","75.04","75.04","75.04"
"2190","74.64","74.64","74.64"
"2191","75.44","75.44","75.44"
"2192","74.91","74.91","74.91"
"2193","75.32","75.32","75.32"
"2194","75.52","75.52","75.52"
"2195","74.32","74.32","74.32"
"2196","75.02","75.02","75.02"
"2197","75.57","75.57","75.57"
"2198","74.73","74.73","74.73"
"2199","74.94","74.94","74.94"
"2200","75.4","75.4","75.4"
"2201","74.47","74.47","74.47"
"2202","74.92","74.92","74.92"
"2203","76.09","76.09","76.09"
"2204","74.91","74.91","74.91"
"2205","75.73","75.73","75.73"
"2206","75.82","75.82","75.82"
"2207","75.06","75.06","75.06"
"2208","74.87","74.87","74.87"
"2209","75.35","75.35","75.35"
"2210","75.89","75.89","75.89"
"2211","74.36","74.36","74.36"
"2212","75.81","75.81","75.81"
"2213","75.33","75.33","75.33"
"2214","75.63","75.63","75.63"
"2215","75.22","75.22","75.22"
"2216","76.32","76.32","76.32"
"2217","75.73","75.73","75.73"
"2218","75.6","75.6","75.6"
"2219","76.22","76.22","76.22"
"2220","75.35","75.35","75.35"
"2221","75.43","75.43","75.43"
"2222","75.03","75.03","75.03"
"2223","75.34","75.34","75.34"
"2224","74.74","74.74","74.74"
"2225","75.7","75.7","75.7"
"2226","76.18","76.18","76.18"
"2227","75.91","75.91","75.91"
"2228","75.99","75.99","75.99"
"2229","74.86","74.86","74.86"
"2230","75.42","75.42","75.42"
"2231","74.73","74.73","74.73"
"2232","76.1","76.1","76.1"
"2233","75.6","75.6","75.6"
"2234","76.01","76.01","76.01"
"2235","75.51","75.51","75.51"
"2236","75.62","75.62","75.62"
"2237","75.24","75.24","75.24"
"2238","75.51","75.51","75.51"
"2239","75.22","75.22","75.22"
"2240","75.31","75.31","75.31"
"2241","75.82","75.82","75.82"
"2242","75.42","75.42","75.42"
"2243","75.7","75.7","75.7"
"2244","76","76","76"
"2245","76.11","76.11","76.11"
"2246","75.73","75.73","75.73"
"2247","75.99","75.99","75.99"
"2248","75.71","75.71","75.71"
"2249","75.8","75.8","75.8"
"2250","75.22","75.22","75.22"
"2251","75.59","75.59","75.59"
"2252","75.8","75.8","75.8"
"2253","75.32","75.32","75.32"
"2254","75.1","75.1","75.1"
"2255","76.04","76.04","76.04"
"2256","75.31","75.31","75.31"
"2257","75.21","75.21","75.21"
"2258","75.11","75.11","75.11"
"2259","75.92","75.92","75.92"
"2260","76.4","76.4","76.4"
"2261","76.41","76.41","76.41"
"2262","75.8","75.8","75.8"
"2263","76.3","76.3","76.3"
"2264","75.59","75.59","75.59"
"2265","75.34","75.34","75.34"
"2266","75.93","75.93","75.93"
"2267","76.64","76.64","76.64"
"2268","76.08","76.08","76.08"
"2269","75.63","75.63","75.63"
"2270","75.29","75.29","75.29"
"2271","75.84","75.84","75.84"
"2272","75.82","75.82","75.82"
"2273","76.11","76.11","76.11"
"2274","76.22","76.22","76.22"
"2275","77.19","77.19","77.19"
"2276","76.3","76.3","76.3"
"2277","75.6","75.6","75.6"
"2278","76.11","76.11","76.11"
"2279","76.28","76.28","76.28"
"2280","75.4","75.4","75.4"
"2281","75.59","75.59","75.59"
"2282","75.94","75.94","75.94"
"2283","75.79","75.79","75.79"
"2284","76.33","76.33","76.33"
"2285","75.41","75.41","75.41"
"2286","76.5","76.5","76.5"
"2287","76.22","76.22","76.22"
"2288","76.32","76.32","76.32"
"2289","75.78","75.78","75.78"
"2290","76.01","76.01","76.01"
"2291","76.28","76.28","76.28"
"2292","75.73","75.73","75.73"
"2293","76.6","76.6","76.6"
"2294","76.3","76.3","76.3"
"2295","76.52","76.52","76.52"
"2296","75.81","75.81","75.81"
"2297","77","77","77"
"2298","76.5","76.5","76.5"
"2299","75.79","75.79","75.79"
"2300","75.82","75.82","75.82"
"2301","75.99","75.99","75.99"
"2302","76.39","76.39","76.39"
"2303","76.13","76.13","76.13"
"2304","76.7","76.7","76.7"
"2305","76.1","76.1","76.1"
"2306","76.21","76.21","76.21"
"2307","76.79","76.79","76.79"
"2308","76.99","76.99","76.99"
"2309","76.52","76.52","76.52"
"2310","75.99","75.99","75.99"
"2311","76.41","76.41","76.41"
"2312","76.87","76.87","76.87"
"2313","76.09","76.09","76.09"
"2314","76.11","76.11","76.11"
"2315","76.71","76.71","76.71"
"2316","76.99","76.99","76.99"
"2317","76.21","76.21","76.21"
"2318","76.21","76.21","76.21"
"2319","76.89","76.89","76.89"
"2320","75.92","75.92","75.92"
"2321","76.82","76.82","76.82"
"2322","76.48","76.48","76.48"
"2323","76.6","76.6","76.6"
"2324","75.61","75.61","75.61"
"2325","77.03","77.03","77.03"
"2326","75.91","75.91","75.91"
"2327","76.31","76.31","76.31"
"2328","75.93","75.93","75.93"
"2329","76.68","76.68","76.68"
"2330","76.7","76.7","76.7"
"2331","77.24","77.24","77.24"
"2332","76.55","76.55","76.55"
"2333","76.61","76.61","76.61"
"2334","76.51","76.51","76.51"
"2335","75.88","75.88","75.88"
"2336","76.2","76.2","76.2"
"2337","76.6","76.6","76.6"
"2338","75.98","75.98","75.98"
"2339","77.2","77.2","77.2"
"2340","77.48","77.48","77.48"
"2341","76.3","76.3","76.3"
"2342","77.08","77.08","77.08"
"2343","76.02","76.02","76.02"
"2344","75.84","75.84","75.84"
"2345","76.92","76.92","76.92"
"2346","76.12","76.12","76.12"
"2347","76.79","76.79","76.79"
"2348","77.23","77.23","77.23"
"2349","76.79","76.79","76.79"
"2350","76.13","76.13","76.13"
"2351","77","77","77"
"2352","76.9","76.9","76.9"
"2353","76.69","76.69","76.69"
"2354","77.47","77.47","77.47"
"2355","75.51","75.51","75.51"
"2356","76.3","76.3","76.3"
"2357","76.45","76.45","76.45"
"2358","77.1","77.1","77.1"
"2359","76.89","76.89","76.89"
"2360","77.2","77.2","77.2"
"2361","76.98","76.98","76.98"
"2362","76.12","76.12","76.12"
"2363","76.14","76.14","76.14"
"2364","75.91","75.91","75.91"
"2365","76.61","76.61","76.61"
"2366","76.5","76.5","76.5"
"2367","77.48","77.48","77.48"
"2368","77.02","77.02","77.02"
"2369","77.03","77.03","77.03"
"2370","76.32","76.32","76.32"
"2371","77.29","77.29","77.29"
"2372","76.21","76.21","76.21"
"2373","76.4","76.4","76.4"
"2374","76.89","76.89","76.89"
"2375","76.32","76.32","76.32"
"2376","77","77","77"
"2377","77.07","77.07","77.07"
"2378","77.17","77.17","77.17"
"2379","76.38","76.38","76.38"
"2380","77.15","77.15","77.15"
"2381","76.11","76.11","76.11"
"2382","76.8","76.8","76.8"
"2383","76.01","76.01","76.01"
"2384","77.01","77.01","77.01"
"2385","77.15","77.15","77.15"
"2386","76.77","76.77","76.77"
"2387","77","77","77"
"2388","77.1","77.1","77.1"
"2389","77.1","77.1","77.1"
"2390","76.96","76.96","76.96"
"2391","77.79","77.79","77.79"
"2392","76.9","76.9","76.9"
"2393","76.68","76.68","76.68"
"2394","76.79","76.79","76.79"
"2395","76.85","76.85","76.85"
"2396","76.19","76.19","76.19"
"2397","77.17","77.17","77.17"
"2398","76.61","76.61","76.61"
"2399","77.68","77.68","77.68"
"2400","77.77","77.77","77.77"
"2401","77.68","77.68","77.68"
"2402","76.95","76.95","76.95"
"2403","77.59","77.59","77.59"
"2404","77.78","77.78","77.78"
"2405","77.69","77.69","77.69"
"2406","77.41","77.41","77.41"
"2407","77.9","77.9","77.9"
"2408","76.51","76.51","76.51"
"2409","77.59","77.59","77.59"
"2410","77.48","77.48","77.48"
"2411","77.67","77.67","77.67"
"2412","77.47","77.47","77.47"
"2413","77.59","77.59","77.59"
"2414","77.36","77.36","77.36"
"2415","76.99","76.99","76.99"
"2416","76.77","76.77","76.77"
"2417","76.99","76.99","76.99"
"2418","76.79","76.79","76.79"
"2419","77.96","77.96","77.96"
"2420","78.35","78.35","78.35"
"2421","78.07","78.07","78.07"
"2422","77.5","77.5","77.5"
"2423","78.27","78.27","78.27"
"2424","77.79","77.79","77.79"
"2425","78.18","78.18","78.18"
"2426","78.08","78.08","78.08"
"2427","78.27","78.27","78.27"
"2428","77.78","77.78","77.78"
"2429","77.77","77.77","77.77"
"2430","78.08","78.08","78.08"
"2431","78","78","78"
"2432","77.99","77.99","77.99"
"2433","77.47","77.47","77.47"
"2434","77.87","77.87","77.87"
"2435","78.37","78.37","78.37"
"2436","78.2","78.2","78.2"
"2437","77.2","77.2","77.2"
"2438","77.79","77.79","77.79"
"2439","77.97","77.97","77.97"
"2440","77.57","77.57","77.57"
"2441","77.22","77.22","77.22"
"2442","77.48","77.48","77.48"
"2443","77.86","77.86","77.86"
"2444","77.96","77.96","77.96"
"2445","78.1","78.1","78.1"
"2446","78.28","78.28","78.28"
"2447","78.28","78.28","78.28"
"2448","78.08","78.08","78.08"
"2449","77.96","77.96","77.96"
"2450","78.08","78.08","78.08"
"2451","77.78","77.78","77.78"
"2452","78.15","78.15","78.15"
"2453","78.46","78.46","78.46"
"2454","77.87","77.87","77.87"
"2455","78.36","78.36","78.36"
"2456","77.06","77.06","77.06"
"2457","77.63","77.63","77.63"
"2458","77.98","77.98","77.98"
"2459","78.06","78.06","78.06"
"2460","77.85","77.85","77.85"
"2461","78.15","78.15","78.15"
"2462","78.46","78.46","78.46"
"2463","78.04","78.04","78.04"
"2464","78.55","78.55","78.55"
"2465","78.37","78.37","78.37"
"2466","77.79","77.79","77.79"
"2467","78.56","78.56","78.56"
"2468","78.36","78.36","78.36"
"2469","78.55","78.55","78.55"
"2470","78.36","78.36","78.36"
"2471","78.44","78.44","78.44"
"2472","78.27","78.27","78.27"
"2473","77.96","77.96","77.96"
"2474","77.68","77.68","77.68"
"2475","78.18","78.18","78.18"
"2476","77.78","77.78","77.78"
"2477","78.27","78.27","78.27"
"2478","78.46","78.46","78.46"
"2479","78.45","78.45","78.45"
"2480","78.78","78.78","78.78"
"2481","78.08","78.08","78.08"
"2482","78.77","78.77","78.77"
"2483","78.35","78.35","78.35"
"2484","78.26","78.26","78.26"
"2485","78.03","78.03","78.03"
"2486","78.85","78.85","78.85"
"2487","78.04","78.04","78.04"
"2488","78.26","78.26","78.26"
"2489","78.06","78.06","78.06"
"2490","78.54","78.54","78.54"
"2491","78.95","78.95","78.95"
"2492","78.84","78.84","78.84"
"2493","77.98","77.98","77.98"
"2494","78.88","78.88","78.88"
"2495","77.95","77.95","77.95"
"2496","78.16","78.16","78.16"
"2497","78.94","78.94","78.94"
"2498","78.39","78.39","78.39"
"2499","78.09","78.09","78.09"
"2500","79.16","79.16","79.16"
"2501","78.68","78.68","78.68"
"2502","78.85","78.85","78.85"
"2503","78.74","78.74","78.74"
"2504","78.26","78.26","78.26"
"2505","78.65","78.65","78.65"
"2506","78.95","78.95","78.95"
"2507","78.47","78.47","78.47"
"2508","78.55","78.55","78.55"
"2509","78.35","78.35","78.35"
"2510","78.48","78.48","78.48"
"2511","78.64","78.64","78.64"
"2512","78.1","78.1","78.1"
"2513","77.96","77.96","77.96"
"2514","78.07","78.07","78.07"
"2515","78.88","78.88","78.88"
"2516","78.95","78.95","78.95"
