"Step","uniformbenford - valid_arithmetic_perfect","uniformbenford - valid_arithmetic_perfect__MIN","uniformbenford - valid_arithmetic_perfect__MAX"
"1685","76.77","76.77","76.77"
"1686","77.08","77.08","77.08"
"1687","77.12","77.12","77.12"
"1688","77","77","77"
"1689","76.46","76.46","76.46"
"1690","76.6","76.6","76.6"
"1691","76.29","76.29","76.29"
"1692","76.8","76.8","76.8"
"1693","77.2","77.2","77.2"
"1694","77.43","77.43","77.43"
"1695","77.28","77.28","77.28"
"1696","76.85","76.85","76.85"
"1697","76.86","76.86","76.86"
"1698","77.41","77.41","77.41"
"1699","76.46","76.46","76.46"
"1700","77.71","77.71","77.71"
"1701","77.26","77.26","77.26"
"1702","77.31","77.31","77.31"
"1703","77.06","77.06","77.06"
"1704","77.05","77.05","77.05"
"1705","76.4","76.4","76.4"
"1706","78.07","78.07","78.07"
"1707","77.57","77.57","77.57"
"1708","77.16","77.16","77.16"
"1709","76.96","76.96","76.96"
"1710","76.94","76.94","76.94"
"1711","77.76","77.76","77.76"
"1712","77.3","77.3","77.3"
"1713","76.52","76.52","76.52"
"1714","77.21","77.21","77.21"
"1715","77.58","77.58","77.58"
"1716","77.86","77.86","77.86"
"1717","77.71","77.71","77.71"
"1718","76.67","76.67","76.67"
"1719","77.87","77.87","77.87"
"1720","77.21","77.21","77.21"
"1721","76.69","76.69","76.69"
"1722","76.86","76.86","76.86"
"1723","78.28","78.28","78.28"
"1724","77.88","77.88","77.88"
"1725","77.79","77.79","77.79"
"1726","77.06","77.06","77.06"
"1727","77.2","77.2","77.2"
"1728","77.15","77.15","77.15"
"1729","78.12","78.12","78.12"
"1730","77.16","77.16","77.16"
"1731","76.65","76.65","76.65"
"1732","76.91","76.91","76.91"
"1733","77.57","77.57","77.57"
"1734","77.7","77.7","77.7"
"1735","77.33","77.33","77.33"
"1736","77.52","77.52","77.52"
"1737","77.36","77.36","77.36"
"1738","77.85","77.85","77.85"
"1739","77.03","77.03","77.03"
"1740","77.1","77.1","77.1"
"1741","77.79","77.79","77.79"
"1742","77.24","77.24","77.24"
"1743","76.53","76.53","76.53"
"1744","76.81","76.81","76.81"
"1745","77.06","77.06","77.06"
"1746","77.65","77.65","77.65"
"1747","76.98","76.98","76.98"
"1748","77.69","77.69","77.69"
"1749","76.91","76.91","76.91"
"1750","78.16","78.16","78.16"
"1751","77.38","77.38","77.38"
"1752","77.38","77.38","77.38"
"1753","77.21","77.21","77.21"
"1754","77.9","77.9","77.9"
"1755","77.72","77.72","77.72"
"1756","77.87","77.87","77.87"
"1757","77.03","77.03","77.03"
"1758","77.25","77.25","77.25"
"1759","77.59","77.59","77.59"
"1760","77.02","77.02","77.02"
"1761","77.91","77.91","77.91"
"1762","77.86","77.86","77.86"
"1763","77.77","77.77","77.77"
"1764","78.71","78.71","78.71"
"1765","78.49","78.49","78.49"
"1766","77.32","77.32","77.32"
"1767","77.45","77.45","77.45"
"1768","77.63","77.63","77.63"
"1769","78.23","78.23","78.23"
"1770","77.77","77.77","77.77"
"1771","78.1","78.1","78.1"
"1772","77.81","77.81","77.81"
"1773","77.5","77.5","77.5"
"1774","78.58","78.58","78.58"
"1775","78.66","78.66","78.66"
"1776","77.7","77.7","77.7"
"1777","78.26","78.26","78.26"
"1778","77.92","77.92","77.92"
"1779","77.27","77.27","77.27"
"1780","78.23","78.23","78.23"
"1781","78.16","78.16","78.16"
"1782","77.42","77.42","77.42"
"1783","78.6","78.6","78.6"
"1784","77.63","77.63","77.63"
"1785","78.02","78.02","78.02"
"1786","77.76","77.76","77.76"
"1787","78.2","78.2","78.2"
"1788","77.82","77.82","77.82"
"1789","78.3","78.3","78.3"
"1790","77.59","77.59","77.59"
"1791","78.4","78.4","78.4"
"1792","77.52","77.52","77.52"
"1793","77.36","77.36","77.36"
"1794","78.3","78.3","78.3"
"1795","77.96","77.96","77.96"
"1796","78.21","78.21","78.21"
"1797","78.58","78.58","78.58"
"1798","78.5","78.5","78.5"
"1799","77.54","77.54","77.54"
"1800","78.56","78.56","78.56"
"1801","78.98","78.98","78.98"
"1802","78.48","78.48","78.48"
"1803","78.5","78.5","78.5"
"1804","78.22","78.22","78.22"
"1805","77.76","77.76","77.76"
"1806","77.59","77.59","77.59"
"1807","77.99","77.99","77.99"
"1808","78.04","78.04","78.04"
"1809","78.21","78.21","78.21"
"1810","77.41","77.41","77.41"
"1811","78.7","78.7","78.7"
"1812","78.1","78.1","78.1"
"1813","77.58","77.58","77.58"
"1814","77.8","77.8","77.8"
"1815","78.61","78.61","78.61"
"1816","78.31","78.31","78.31"
"1817","78.14","78.14","78.14"
"1818","78","78","78"
"1819","78.07","78.07","78.07"
"1820","78.26","78.26","78.26"
"1821","78.48","78.48","78.48"
"1822","78.98","78.98","78.98"
"1823","78.16","78.16","78.16"
"1824","77.22","77.22","77.22"
"1825","77.97","77.97","77.97"
"1826","78.59","78.59","78.59"
"1827","78.63","78.63","78.63"
"1828","78.05","78.05","78.05"
"1829","78.9","78.9","78.9"
"1830","78.33","78.33","78.33"
"1831","78.29","78.29","78.29"
"1832","77.14","77.14","77.14"
"1833","78.11","78.11","78.11"
"1834","77.46","77.46","77.46"
"1835","78.52","78.52","78.52"
"1836","78.06","78.06","78.06"
"1837","77.96","77.96","77.96"
"1838","78.58","78.58","78.58"
"1839","77.67","77.67","77.67"
"1840","77.8","77.8","77.8"
"1841","77.98","77.98","77.98"
"1842","78.04","78.04","78.04"
"1843","78.51","78.51","78.51"
"1844","78.03","78.03","78.03"
"1845","78.62","78.62","78.62"
"1846","78.35","78.35","78.35"
"1847","78.68","78.68","78.68"
"1848","78.13","78.13","78.13"
"1849","78.28","78.28","78.28"
"1850","78.77","78.77","78.77"
"1851","77.54","77.54","77.54"
"1852","78.34","78.34","78.34"
"1853","78.22","78.22","78.22"
"1854","78.82","78.82","78.82"
"1855","78.66","78.66","78.66"
"1856","78.23","78.23","78.23"
"1857","77.79","77.79","77.79"
"1858","77.69","77.69","77.69"
"1859","77.46","77.46","77.46"
"1860","78.56","78.56","78.56"
"1861","78.58","78.58","78.58"
"1862","78.7","78.7","78.7"
"1863","78.01","78.01","78.01"
"1864","78.16","78.16","78.16"
"1865","78.39","78.39","78.39"
"1866","78.67","78.67","78.67"
"1867","77.91","77.91","77.91"
"1868","78.2","78.2","78.2"
"1869","78.67","78.67","78.67"
"1870","78.6","78.6","78.6"
"1871","78.39","78.39","78.39"
"1872","77.83","77.83","77.83"
"1873","78.73","78.73","78.73"
"1874","77.77","77.77","77.77"
"1875","78.61","78.61","78.61"
"1876","78.48","78.48","78.48"
"1877","78.84","78.84","78.84"
"1878","77.88","77.88","77.88"
"1879","77.64","77.64","77.64"
"1880","77.9","77.9","77.9"
"1881","78.74","78.74","78.74"
"1882","78.84","78.84","78.84"
"1883","77.94","77.94","77.94"
"1884","78.5","78.5","78.5"
"1885","78.15","78.15","78.15"
"1886","78.19","78.19","78.19"
"1887","78.79","78.79","78.79"
"1888","79.24","79.24","79.24"
"1889","78.43","78.43","78.43"
"1890","79.68","79.68","79.68"
"1891","78.75","78.75","78.75"
"1892","77.46","77.46","77.46"
"1893","78.53","78.53","78.53"
"1894","78.21","78.21","78.21"
"1895","77.75","77.75","77.75"
"1896","78.88","78.88","78.88"
"1897","78.53","78.53","78.53"
"1898","78.25","78.25","78.25"
"1899","78.55","78.55","78.55"
"1900","77.59","77.59","77.59"
"1901","77.83","77.83","77.83"
"1902","78.68","78.68","78.68"
"1903","78.77","78.77","78.77"
"1904","78.2","78.2","78.2"
"1905","78.83","78.83","78.83"
"1906","77.78","77.78","77.78"
"1907","79.15","79.15","79.15"
"1908","78.53","78.53","78.53"
"1909","78.78","78.78","78.78"
"1910","77.83","77.83","77.83"
"1911","78.58","78.58","78.58"
"1912","77.72","77.72","77.72"
"1913","78.67","78.67","78.67"
"1914","78.79","78.79","78.79"
"1915","77.96","77.96","77.96"
"1916","78.98","78.98","78.98"
"1917","78.57","78.57","78.57"
"1918","79.32","79.32","79.32"
"1919","78.68","78.68","78.68"
"1920","78.62","78.62","78.62"
"1921","77.86","77.86","77.86"
"1922","78.78","78.78","78.78"
"1923","77.93","77.93","77.93"
"1924","77.71","77.71","77.71"
"1925","77.81","77.81","77.81"
"1926","78.53","78.53","78.53"
"1927","78.15","78.15","78.15"
"1928","78.52","78.52","78.52"
"1929","77.99","77.99","77.99"
"1930","78.53","78.53","78.53"
"1931","78.33","78.33","78.33"
"1932","78.61","78.61","78.61"
"1933","78.62","78.62","78.62"
"1934","79.12","79.12","79.12"
"1935","78.84","78.84","78.84"
"1936","79.06","79.06","79.06"
"1937","78.41","78.41","78.41"
"1938","78.93","78.93","78.93"
"1939","79.13","79.13","79.13"
"1940","79.11","79.11","79.11"
"1941","78.36","78.36","78.36"
"1942","78.07","78.07","78.07"
"1943","78.62","78.62","78.62"
"1944","78.27","78.27","78.27"
"1945","78.64","78.64","78.64"
"1946","78.75","78.75","78.75"
"1947","78.89","78.89","78.89"
"1948","78.07","78.07","78.07"
"1949","78.65","78.65","78.65"
"1950","78.45","78.45","78.45"
"1951","79.4","79.4","79.4"
"1952","78.52","78.52","78.52"
"1953","78.41","78.41","78.41"
"1954","79.16","79.16","79.16"
"1955","78.17","78.17","78.17"
"1956","79.04","79.04","79.04"
"1957","78.51","78.51","78.51"
"1958","78.84","78.84","78.84"
"1959","79.12","79.12","79.12"
"1960","79","79","79"
"1961","78.47","78.47","78.47"
"1962","79.48","79.48","79.48"
"1963","78.43","78.43","78.43"
"1964","78.96","78.96","78.96"
"1965","78.81","78.81","78.81"
"1966","78.29","78.29","78.29"
"1967","78.29","78.29","78.29"
"1968","78.92","78.92","78.92"
"1969","79.31","79.31","79.31"
"1970","78.2","78.2","78.2"
"1971","79.13","79.13","79.13"
"1972","78.82","78.82","78.82"
"1973","78.29","78.29","78.29"
"1974","78.83","78.83","78.83"
"1975","79","79","79"
"1976","78.69","78.69","78.69"
"1977","78.37","78.37","78.37"
"1978","79.02","79.02","79.02"
"1979","79.77","79.77","79.77"
"1980","78.58","78.58","78.58"
"1981","78.83","78.83","78.83"
"1982","78.63","78.63","78.63"
"1983","78.52","78.52","78.52"
"1984","80","80","80"
"1985","78.08","78.08","78.08"
"1986","78.95","78.95","78.95"
"1987","78.8","78.8","78.8"
"1988","78.49","78.49","78.49"
"1989","78.89","78.89","78.89"
"1990","79.13","79.13","79.13"
"1991","79.12","79.12","79.12"
"1992","79.26","79.26","79.26"
"1993","79.37","79.37","79.37"
"1994","79.09","79.09","79.09"
"1995","79.79","79.79","79.79"
"1996","79","79","79"
"1997","79.48","79.48","79.48"
"1998","79.49","79.49","79.49"
"1999","79.69","79.69","79.69"
"2000","78.78","78.78","78.78"
"2001","79.13","79.13","79.13"
"2002","78.95","78.95","78.95"
"2003","78.44","78.44","78.44"
"2004","79.43","79.43","79.43"
"2005","78.87","78.87","78.87"
"2006","78.9","78.9","78.9"
"2007","79.21","79.21","79.21"
"2008","79.47","79.47","79.47"
"2009","78.57","78.57","78.57"
"2010","79.08","79.08","79.08"
"2011","79.44","79.44","79.44"
"2012","79.07","79.07","79.07"
"2013","79.86","79.86","79.86"
"2014","78.75","78.75","78.75"
"2015","79.53","79.53","79.53"
"2016","79.11","79.11","79.11"
"2017","79.3","79.3","79.3"
"2018","79.11","79.11","79.11"
"2019","78.82","78.82","78.82"
"2020","79.17","79.17","79.17"
"2021","79.58","79.58","79.58"
"2022","79.82","79.82","79.82"
"2023","79.03","79.03","79.03"
"2024","80.14","80.14","80.14"
"2025","79.68","79.68","79.68"
"2026","79.61","79.61","79.61"
"2027","79.9","79.9","79.9"
"2028","79.42","79.42","79.42"
"2029","80.07","80.07","80.07"
"2030","78.55","78.55","78.55"
"2031","79.31","79.31","79.31"
"2032","79.8","79.8","79.8"
"2033","79.18","79.18","79.18"
"2034","79.44","79.44","79.44"
"2035","78.8","78.8","78.8"
"2036","79.85","79.85","79.85"
"2037","79.08","79.08","79.08"
"2038","79.99","79.99","79.99"
"2039","80.11","80.11","80.11"
"2040","79.14","79.14","79.14"
"2041","79.53","79.53","79.53"
"2042","79.69","79.69","79.69"
"2043","80.3","80.3","80.3"
"2044","79.41","79.41","79.41"
"2045","79.38","79.38","79.38"
"2046","79.32","79.32","79.32"
"2047","79.59","79.59","79.59"
"2048","79.77","79.77","79.77"
"2049","79.7","79.7","79.7"
"2050","79.57","79.57","79.57"
"2051","79.66","79.66","79.66"
"2052","80.47","80.47","80.47"
"2053","79.3","79.3","79.3"
"2054","79.91","79.91","79.91"
"2055","79.63","79.63","79.63"
"2056","80.8","80.8","80.8"
"2057","80.01","80.01","80.01"
"2058","79.13","79.13","79.13"
"2059","80.49","80.49","80.49"
"2060","79.68","79.68","79.68"
"2061","79.9","79.9","79.9"
"2062","79.73","79.73","79.73"
"2063","80.09","80.09","80.09"
"2064","79.9","79.9","79.9"
"2065","79.46","79.46","79.46"
"2066","80.48","80.48","80.48"
"2067","79.99","79.99","79.99"
"2068","80.16","80.16","80.16"
"2069","78.84","78.84","78.84"
"2070","80.03","80.03","80.03"
"2071","79.68","79.68","79.68"
"2072","79.92","79.92","79.92"
"2073","80.18","80.18","80.18"
"2074","79.95","79.95","79.95"
"2075","78.67","78.67","78.67"
"2076","80.36","80.36","80.36"
"2077","80.37","80.37","80.37"
"2078","79.77","79.77","79.77"
"2079","80.29","80.29","80.29"
"2080","80.16","80.16","80.16"
"2081","79.89","79.89","79.89"
"2082","80.76","80.76","80.76"
"2083","80.55","80.55","80.55"
"2084","80.7","80.7","80.7"
"2085","79.89","79.89","79.89"
"2086","79.69","79.69","79.69"
"2087","80.72","80.72","80.72"
"2088","80.57","80.57","80.57"
"2089","80.09","80.09","80.09"
"2090","79.78","79.78","79.78"
"2091","80.48","80.48","80.48"
"2092","80.73","80.73","80.73"
"2093","80.26","80.26","80.26"
"2094","80.31","80.31","80.31"
"2095","80.52","80.52","80.52"
"2096","80.54","80.54","80.54"
"2097","79.79","79.79","79.79"
"2098","80.66","80.66","80.66"
"2099","80.67","80.67","80.67"
"2100","80.38","80.38","80.38"
"2101","80.41","80.41","80.41"
"2102","80.28","80.28","80.28"
"2103","80.37","80.37","80.37"
"2104","80.34","80.34","80.34"
"2105","79.48","79.48","79.48"
"2106","80.28","80.28","80.28"
"2107","80.34","80.34","80.34"
"2108","80.51","80.51","80.51"
"2109","80.12","80.12","80.12"
"2110","80.53","80.53","80.53"
"2111","81.04","81.04","81.04"
"2112","79.99","79.99","79.99"
"2113","80.78","80.78","80.78"
"2114","80.46","80.46","80.46"
"2115","81.2","81.2","81.2"
"2116","80.12","80.12","80.12"
"2117","80.73","80.73","80.73"
"2118","80.64","80.64","80.64"
"2119","80.27","80.27","80.27"
"2120","80.83","80.83","80.83"
"2121","80.6","80.6","80.6"
"2122","80.8","80.8","80.8"
"2123","80.39","80.39","80.39"
"2124","81.04","81.04","81.04"
"2125","80.22","80.22","80.22"
"2126","80.97","80.97","80.97"
"2127","80.53","80.53","80.53"
"2128","80.5","80.5","80.5"
"2129","80.67","80.67","80.67"
"2130","81.54","81.54","81.54"
"2131","79.85","79.85","79.85"
"2132","80.21","80.21","80.21"
"2133","80.41","80.41","80.41"
"2134","80.74","80.74","80.74"
"2135","80.69","80.69","80.69"
"2136","80.55","80.55","80.55"
"2137","80.94","80.94","80.94"
"2138","81.24","81.24","81.24"
"2139","80.78","80.78","80.78"
"2140","80.96","80.96","80.96"
"2141","81.24","81.24","81.24"
"2142","80.81","80.81","80.81"
"2143","81.51","81.51","81.51"
"2144","81.22","81.22","81.22"
"2145","81.33","81.33","81.33"
"2146","80.81","80.81","80.81"
"2147","81.04","81.04","81.04"
"2148","81.37","81.37","81.37"
"2149","81.68","81.68","81.68"
"2150","81.27","81.27","81.27"
"2151","81.05","81.05","81.05"
"2152","81.38","81.38","81.38"
"2153","80.52","80.52","80.52"
"2154","81.58","81.58","81.58"
"2155","81.3","81.3","81.3"
"2156","81.39","81.39","81.39"
"2157","81.5","81.5","81.5"
"2158","81.4","81.4","81.4"
"2159","81.54","81.54","81.54"
"2160","80.87","80.87","80.87"
"2161","81.21","81.21","81.21"
"2162","81.16","81.16","81.16"
"2163","81.7","81.7","81.7"
"2164","80.73","80.73","80.73"
"2165","81.24","81.24","81.24"
"2166","80.83","80.83","80.83"
"2167","80.88","80.88","80.88"
"2168","81.44","81.44","81.44"
"2169","81.21","81.21","81.21"
"2170","81.07","81.07","81.07"
"2171","81.45","81.45","81.45"
"2172","81.88","81.88","81.88"
"2173","80.8","80.8","80.8"
"2174","81.01","81.01","81.01"
"2175","81.12","81.12","81.12"
"2176","81.41","81.41","81.41"
"2177","81.56","81.56","81.56"
"2178","81.29","81.29","81.29"
"2179","81.35","81.35","81.35"
"2180","81.39","81.39","81.39"
"2181","81.91","81.91","81.91"
"2182","81.43","81.43","81.43"
"2183","81.65","81.65","81.65"
"2184","81.47","81.47","81.47"
"2185","81.66","81.66","81.66"
"2186","81.97","81.97","81.97"
"2187","81.47","81.47","81.47"
"2188","81.44","81.44","81.44"
"2189","81.25","81.25","81.25"
"2190","81.49","81.49","81.49"
"2191","81.14","81.14","81.14"
"2192","81.33","81.33","81.33"
"2193","81.67","81.67","81.67"
"2194","81.71","81.71","81.71"
"2195","82.22","82.22","82.22"
"2196","81.63","81.63","81.63"
"2197","81.49","81.49","81.49"
"2198","81.62","81.62","81.62"
"2199","81.57","81.57","81.57"
"2200","81.1","81.1","81.1"
"2201","81.73","81.73","81.73"
"2202","82.58","82.58","82.58"
"2203","81.66","81.66","81.66"
"2204","81.94","81.94","81.94"
"2205","81.47","81.47","81.47"
"2206","81.96","81.96","81.96"
"2207","81.49","81.49","81.49"
"2208","81.59","81.59","81.59"
"2209","81.69","81.69","81.69"
"2210","81.78","81.78","81.78"
"2211","81.84","81.84","81.84"
"2212","81.71","81.71","81.71"
"2213","81.63","81.63","81.63"
"2214","81.64","81.64","81.64"
"2215","82.34","82.34","82.34"
"2216","82.31","82.31","82.31"
"2217","80.35","80.35","80.35"
"2218","82.45","82.45","82.45"
"2219","81.95","81.95","81.95"
"2220","82.17","82.17","82.17"
"2221","81.77","81.77","81.77"
"2222","81.91","81.91","81.91"
"2223","81.59","81.59","81.59"
"2224","82.2","82.2","82.2"
"2225","81.78","81.78","81.78"
"2226","81.19","81.19","81.19"
"2227","82.04","82.04","82.04"
"2228","81.51","81.51","81.51"
"2229","82.45","82.45","82.45"
"2230","82.01","82.01","82.01"
"2231","82.27","82.27","82.27"
"2232","81.55","81.55","81.55"
"2233","82.04","82.04","82.04"
"2234","81.64","81.64","81.64"
"2235","82.52","82.52","82.52"
"2236","81.95","81.95","81.95"
"2237","82.27","82.27","82.27"
"2238","82.1","82.1","82.1"
"2239","82.07","82.07","82.07"
"2240","82.93","82.93","82.93"
"2241","82.15","82.15","82.15"
"2242","82.3","82.3","82.3"
"2243","82.66","82.66","82.66"
"2244","82.43","82.43","82.43"
"2245","82.36","82.36","82.36"
"2246","82.38","82.38","82.38"
"2247","81.91","81.91","81.91"
"2248","82.35","82.35","82.35"
"2249","81.82","81.82","81.82"
"2250","81.92","81.92","81.92"
"2251","81.53","81.53","81.53"
"2252","81.75","81.75","81.75"
"2253","82.56","82.56","82.56"
"2254","82.01","82.01","82.01"
"2255","81.64","81.64","81.64"
"2256","82","82","82"
"2257","82.73","82.73","82.73"
"2258","81.91","81.91","81.91"
"2259","82.39","82.39","82.39"
"2260","82.15","82.15","82.15"
"2261","81.77","81.77","81.77"
"2262","83.11","83.11","83.11"
"2263","82.09","82.09","82.09"
"2264","82.59","82.59","82.59"
"2265","82.26","82.26","82.26"
"2266","82.04","82.04","82.04"
"2267","81.61","81.61","81.61"
"2268","81.75","81.75","81.75"
"2269","82.05","82.05","82.05"
"2270","82.11","82.11","82.11"
"2271","82.06","82.06","82.06"
"2272","82.57","82.57","82.57"
"2273","82.67","82.67","82.67"
"2274","82.59","82.59","82.59"
"2275","81.78","81.78","81.78"
"2276","81.46","81.46","81.46"
"2277","82.02","82.02","82.02"
"2278","81.91","81.91","81.91"
"2279","82.44","82.44","82.44"
"2280","82.05","82.05","82.05"
"2281","81.41","81.41","81.41"
"2282","82.06","82.06","82.06"
"2283","82.72","82.72","82.72"
"2284","82.5","82.5","82.5"
"2285","82.18","82.18","82.18"
"2286","82.98","82.98","82.98"
"2287","82.25","82.25","82.25"
"2288","82.19","82.19","82.19"
"2289","82.04","82.04","82.04"
"2290","82.19","82.19","82.19"
"2291","82.3","82.3","82.3"
"2292","82.54","82.54","82.54"
"2293","82.2","82.2","82.2"
"2294","82.2","82.2","82.2"
"2295","82.46","82.46","82.46"
"2296","82.1","82.1","82.1"
"2297","82.08","82.08","82.08"
"2298","82.5","82.5","82.5"
"2299","82.28","82.28","82.28"
"2300","82.5","82.5","82.5"
"2301","82.09","82.09","82.09"
"2302","82.69","82.69","82.69"
"2303","82.69","82.69","82.69"
"2304","81.69","81.69","81.69"
"2305","82.77","82.77","82.77"
"2306","82.95","82.95","82.95"
"2307","82.46","82.46","82.46"
"2308","83.24","83.24","83.24"
"2309","82.76","82.76","82.76"
"2310","82.2","82.2","82.2"
"2311","82.35","82.35","82.35"
"2312","83.16","83.16","83.16"
"2313","82.24","82.24","82.24"
"2314","82.41","82.41","82.41"
"2315","82.65","82.65","82.65"
"2316","82.08","82.08","82.08"
"2317","82.66","82.66","82.66"
"2318","82.39","82.39","82.39"
"2319","82.91","82.91","82.91"
"2320","82.21","82.21","82.21"
"2321","83.31","83.31","83.31"
"2322","82.5","82.5","82.5"
"2323","82.97","82.97","82.97"
"2324","82.53","82.53","82.53"
"2325","83.59","83.59","83.59"
"2326","83.13","83.13","83.13"
"2327","82.61","82.61","82.61"
"2328","83.14","83.14","83.14"
"2329","82.38","82.38","82.38"
"2330","82.81","82.81","82.81"
"2331","82.84","82.84","82.84"
"2332","82.59","82.59","82.59"
"2333","82.37","82.37","82.37"
"2334","83.23","83.23","83.23"
"2335","82.91","82.91","82.91"
"2336","82.29","82.29","82.29"
"2337","82.34","82.34","82.34"
"2338","82.54","82.54","82.54"
"2339","83.12","83.12","83.12"
"2340","82.64","82.64","82.64"
"2341","82.77","82.77","82.77"
"2342","82.91","82.91","82.91"
"2343","82.88","82.88","82.88"
"2344","83.01","83.01","83.01"
"2345","82.59","82.59","82.59"
"2346","83.29","83.29","83.29"
"2347","82.6","82.6","82.6"
"2348","83.23","83.23","83.23"
"2349","82.71","82.71","82.71"
"2350","83.1","83.1","83.1"
"2351","82.36","82.36","82.36"
"2352","83.2","83.2","83.2"
"2353","83.39","83.39","83.39"
"2354","82.6","82.6","82.6"
"2355","82.79","82.79","82.79"
"2356","82.75","82.75","82.75"
"2357","82.62","82.62","82.62"
"2358","82.85","82.85","82.85"
"2359","82.66","82.66","82.66"
"2360","82.47","82.47","82.47"
"2361","83.36","83.36","83.36"
"2362","82.59","82.59","82.59"
"2363","82.85","82.85","82.85"
"2364","83.49","83.49","83.49"
"2365","82.49","82.49","82.49"
"2366","83.05","83.05","83.05"
"2367","83.28","83.28","83.28"
"2368","83.12","83.12","83.12"
"2369","82.41","82.41","82.41"
"2370","83.35","83.35","83.35"
"2371","83.06","83.06","83.06"
"2372","82.77","82.77","82.77"
"2373","82.98","82.98","82.98"
"2374","83.05","83.05","83.05"
"2375","83.1","83.1","83.1"
"2376","82.79","82.79","82.79"
"2377","83.51","83.51","83.51"
"2378","83.34","83.34","83.34"
"2379","83.4","83.4","83.4"
"2380","82.86","82.86","82.86"
"2381","82.9","82.9","82.9"
"2382","83.82","83.82","83.82"
"2383","83.01","83.01","83.01"
"2384","83.34","83.34","83.34"
"2385","83.18","83.18","83.18"
"2386","83.15","83.15","83.15"
"2387","83.25","83.25","83.25"
"2388","82.15","82.15","82.15"
"2389","83.55","83.55","83.55"
"2390","83.4","83.4","83.4"
"2391","82.78","82.78","82.78"
"2392","83.09","83.09","83.09"
"2393","84.12","84.12","84.12"
"2394","82.86","82.86","82.86"
"2395","82.66","82.66","82.66"
"2396","83.08","83.08","83.08"
"2397","83.91","83.91","83.91"
"2398","83.24","83.24","83.24"
"2399","83.83","83.83","83.83"
"2400","83.29","83.29","83.29"
"2401","83.9","83.9","83.9"
"2402","83.17","83.17","83.17"
"2403","83.92","83.92","83.92"
"2404","82.95","82.95","82.95"
"2405","83.54","83.54","83.54"
"2406","83.82","83.82","83.82"
"2407","83.88","83.88","83.88"
"2408","83.75","83.75","83.75"
"2409","83.36","83.36","83.36"
"2410","83.11","83.11","83.11"
"2411","83.26","83.26","83.26"
"2412","82.94","82.94","82.94"
"2413","83.66","83.66","83.66"
"2414","83.05","83.05","83.05"
"2415","83.42","83.42","83.42"
"2416","83.48","83.48","83.48"
"2417","83.66","83.66","83.66"
"2418","83.76","83.76","83.76"
"2419","83.21","83.21","83.21"
"2420","83.76","83.76","83.76"
"2421","83.51","83.51","83.51"
"2422","83.51","83.51","83.51"
"2423","83.95","83.95","83.95"
"2424","83.9","83.9","83.9"
"2425","83.89","83.89","83.89"
"2426","83.52","83.52","83.52"
"2427","83.79","83.79","83.79"
"2428","83.81","83.81","83.81"
"2429","83.67","83.67","83.67"
"2430","83.51","83.51","83.51"
"2431","83.97","83.97","83.97"
"2432","83.71","83.71","83.71"
"2433","83.63","83.63","83.63"
"2434","83.25","83.25","83.25"
"2435","83.66","83.66","83.66"
"2436","84.37","84.37","84.37"
"2437","83.09","83.09","83.09"
"2438","83.62","83.62","83.62"
"2439","84.21","84.21","84.21"
"2440","83.92","83.92","83.92"
"2441","84","84","84"
"2442","84.05","84.05","84.05"
"2443","83.42","83.42","83.42"
"2444","83.57","83.57","83.57"
"2445","83.51","83.51","83.51"
"2446","83.93","83.93","83.93"
"2447","83.86","83.86","83.86"
"2448","83.35","83.35","83.35"
"2449","83.98","83.98","83.98"
"2450","84.34","84.34","84.34"
"2451","83.63","83.63","83.63"
"2452","84.12","84.12","84.12"
"2453","84.31","84.31","84.31"
"2454","83.73","83.73","83.73"
"2455","84.11","84.11","84.11"
"2456","84.18","84.18","84.18"
"2457","84.01","84.01","84.01"
"2458","84.46","84.46","84.46"
"2459","83.96","83.96","83.96"
"2460","84.71","84.71","84.71"
"2461","84.39","84.39","84.39"
"2462","83.39","83.39","83.39"
"2463","83.99","83.99","83.99"
"2464","83.84","83.84","83.84"
"2465","83.88","83.88","83.88"
"2466","83.04","83.04","83.04"
"2467","83.25","83.25","83.25"
"2468","83.48","83.48","83.48"
"2469","84.42","84.42","84.42"
"2470","84.24","84.24","84.24"
"2471","83.7","83.7","83.7"
"2472","84.15","84.15","84.15"
"2473","83.52","83.52","83.52"
"2474","84.17","84.17","84.17"
"2475","83.9","83.9","83.9"
"2476","83.54","83.54","83.54"
"2477","83.73","83.73","83.73"
"2478","83.81","83.81","83.81"
"2479","83.47","83.47","83.47"
"2480","84","84","84"
"2481","83.78","83.78","83.78"
"2482","84.25","84.25","84.25"
"2483","83.78","83.78","83.78"
"2484","83.95","83.95","83.95"
"2485","83.99","83.99","83.99"
"2486","83.55","83.55","83.55"
"2487","84.26","84.26","84.26"
"2488","84.03","84.03","84.03"
"2489","83.82","83.82","83.82"
"2490","84.46","84.46","84.46"
"2491","83.64","83.64","83.64"
"2492","83.69","83.69","83.69"
"2493","84.43","84.43","84.43"
"2494","83.93","83.93","83.93"
"2495","83.7","83.7","83.7"
"2496","84.45","84.45","84.45"
"2497","84.12","84.12","84.12"
"2498","84.14","84.14","84.14"
"2499","83.82","83.82","83.82"
"2500","84.33","84.33","84.33"
"2501","84","84","84"
"2502","84.34","84.34","84.34"
"2503","84.52","84.52","84.52"
"2504","83.74","83.74","83.74"
"2505","84.05","84.05","84.05"
"2506","84.04","84.04","84.04"
